Date,Close,ret_d,R_t,sigma_t,MRI_t,MRI_bw0.125,MRI_bw0.25,MRI_bw0.5,MRI_bw1.0,MRI_bw5.0,EP_t,BM_t,IV_t,rf_annual_pct
2002-03-18,1341.907,0.0023941101156192968,0.10377522223035629,0.26582649405632025,,,,,,,,,,2.2199
2002-03-19,1368.378,0.019726404288821886,0.10623467524246766,0.26729385522458354,,,,,,,,,,2.2221
2002-03-20,1382.417,0.010259592013317942,0.10873470736468605,0.2677350648726271,,,,,,,,,,2.2469
2002-03-21,1385.79,0.0024399294858208354,0.13889190228700476,0.2462258374641676,,,,,,,,,,2.064
2002-03-22,1369.901,-0.011465662185468184,0.10384819620587216,0.2483902778310357,,,,,,,,,,2.054
2002-03-25,1373.012,0.002270967026084314,0.11166779478775646,0.2461434489607224,,,,,,,,,,1.9926
2002-03-26,1350.009,-0.016753677316731386,0.0760379113526024,0.2541266497816263,,,,,,,,,,2.0233
2002-03-27,1354.098,0.00302886869643082,0.08058040684020118,0.25354115364263513,,,,,,,,,,1.9602
2002-03-28,1352.533,-0.0011557509131540078,0.0768600561944015,0.2540836173418027,,,,,,,,,,2.0313
2002-03-29,1313.466,-0.028884322970308296,0.05532928974138729,0.27499577028969335,,,,,,,,,,2.0114
2002-04-01,1317.579,0.003131409568272181,0.07362114161252697,0.26823163103338643,,,,,,,,,,2.0158
2002-04-02,1296.574,-0.015942118081724077,0.04070017104554502,0.2728144722750702,,,,,,,,,,2.0207
2002-04-03,1302.248,0.004376148218304454,0.020879356921451153,0.26126858013479226,,,,,,,,,,2.0689
2002-04-04,1337.728,0.027245194463727307,0.03825078932417725,0.27510014232480456,,,,,,,,,,1.9695
2002-04-05,1332.201,-0.00413163214046508,0.0028703962998763988,0.2544702478143837,,,,,,,,,,2.0067
2002-04-08,1333.705,0.0011289587682339342,-0.013425266337933062,0.24654238348968938,,,,,,,,,,1.9803
2002-04-09,1357.742,0.018022726165081604,-0.014011969177298855,0.24595754523831106,,,,,,,,,,1.9778
2002-04-10,1366.716,0.006609503130933447,0.003164993643588687,0.24430834024277195,,,,,,,,,,2.0056
2002-04-11,1344.734,-0.016083809657602588,0.0011882621145407057,0.24583941654112387,,,,,,,,,,1.9872
2002-04-12,1350.689,0.0044283850932602675,-0.01862926669422782,0.22984848585058126,,,,,,,,,,2.0565
2002-04-15,1344.581,-0.004522136479974459,0.004391567354048886,0.20932134655598827,,,,,,,,,,2.0133
2002-04-16,1341.502,-0.00228993270022404,-0.0003018092908078085,0.20935742282710365,,,,,,,,,,2.0209
2002-04-17,1341.766,0.00019679433947916714,-0.019447842628279477,0.19680662821638556,,,,,,,,,,1.9779
2002-04-18,1326.546,-0.011343259554944751,-0.04041544627995741,0.19564978795154184,,,,,,,,,,1.9808
2002-04-19,1330.642,0.0030877180286246197,-0.03979535138801693,0.19584320433757366,,,,,,,,,,2.075
2002-04-22,1324.867,-0.004340010310812437,-0.032873908406519936,0.1929737866483265,,,,,,,,,,1.9866
2002-04-23,1318.661,-0.004684243776922448,-0.03958523304967465,0.19275615230371604,,,,,,,,,,1.9827
2002-04-24,1309.727,-0.00677505439229642,-0.02983831959638783,0.18601723791383362,,,,,,,,,,1.9914
2002-04-25,1312.483,0.002104255314275383,-0.03073263530409176,0.18576877164888844,,,,,,,,,,1.9413
2002-04-26,1331.714,0.01465238025940141,-0.015392600402356127,0.19394352415262084,,,,,,,,,,4.0282
2002-04-29,1349.785,0.013569730437616556,0.027651267714581262,0.17045373877233272,,,,,,,,,,1.9399
2002-04-30,1353.607,0.0028315620635879224,0.02734409094255441,0.1704175111276581,,,,,,,,,,2.0001
2002-05-08,1342.292,-0.00835914707887897,0.03526061759683574,0.16257207624469153,,,,,,,,,,1.9818
2002-05-09,1344.783,0.001855781007411128,0.032662749338067565,0.1622837301906903,,,,,,,,,,1.9441
2002-05-10,1335.451,-0.00693940955529615,-0.0017021397473926392,0.13509513704867898,,,,,,,,,,1.9912
2002-05-13,1319.814,-0.011709152937846468,-0.009298146450873346,0.14042703734270415,,,,,,,,,,1.9431
2002-05-14,1311.68,-0.006162989633387794,-0.01651414668161244,0.14168796775413442,,,,,,,,,,1.9757
2002-05-15,1300.119,-0.00881388753354484,-0.04244031634876144,0.12656629312487097,,,,,,,,,,1.9465
2002-05-16,1261.522,-0.029687282471835275,-0.07696844113919787,0.1546727346669104,,,,,,,,,,1.9545
2002-05-17,1277.235,0.012455589359519736,-0.050195057163721635,0.15759200023061518,,,,,,,,,,1.9859
2002-05-20,1258.829,-0.014410817116662145,-0.06800973429116552,0.16078389792419262,,,,,,,,,,1.926
2002-05-21,1298.878,0.03181448790900121,-0.03399051451716184,0.20143449721209464,,,,,,,,,,1.9469
2002-05-22,1280.16,-0.014410899253047504,-0.045726357470954104,0.2062985919788326,,,,,,,,,,1.9823
2002-05-23,1284.836,0.0036526684164479573,-0.0424291567978321,0.20713875269612858,,,,,,,,,,2.0405
2002-05-24,1265.966,-0.014686699314153784,-0.04566747025734508,0.20935466578537534,,,,,,,,,,2.0109
2002-05-27,1270.336,0.003451909450964852,-0.045320980398935284,0.20947303520903676,,,,,,,,,,1.9272
2002-05-28,1270.382,3.621089223648788e-05,-0.041124882724077105,0.20943810022364245,,,,,,,,,,1.9205
2002-05-29,1246.019,-0.01917769615753373,-0.05508769880962583,0.21770729060073002,,,,,,,,,,1.9252
2002-05-30,1245.886,-0.00010673994537802045,-0.04874374583405561,0.2173231390935547,,,,,,,,,,1.9178
2002-05-31,1238.577,-0.005866507850638025,-0.056310062682716655,0.21704740518480453,,,,,,,,,,1.9204
2002-06-03,1213.388,-0.02033704808017589,-0.08885241125346732,0.2157068698686424,,,,,,,,,,1.924
2002-06-04,1219.523,0.005056090879421937,-0.09650573980300581,0.20870612142248143,,,,,,,,,,1.7843
2002-06-05,1196.623,-0.018777833628393914,-0.11597457755463725,0.21222480138773797,,,,,,,,,,1.7808
2002-06-06,1245.613,0.04094021258157321,-0.07202531192914796,0.2664303272068525,,,,,,,,,,1.8968
2002-06-07,1252.514,0.005540244040484366,-0.06861255682143519,0.26765255163887647,,,,,,,,,,1.8504
2002-06-10,1243.743,-0.007002716137304632,-0.06867193180431186,0.2676636521693518,,,,,,,,,,1.9378
2002-06-11,1252.851,0.007323056290568175,-0.05073669471607356,0.2682020607076344,,,,,,,,,,1.9387
2002-06-12,1246.843,-0.004795462509109227,-0.04943050134179072,0.2679983032919759,,,,,,,,,,1.9422
2002-06-13,1235.572,-0.009039630490767614,-0.04964699385210125,0.26806882024068607,,,,,,,,,,1.9324
2002-06-14,1222.119,-0.010888074511238521,-0.031234492937895708,0.25123941992506016,,,,,,,,,,1.9039
2002-06-17,1224.654,0.0020742660902908217,-0.04116783520652023,0.24656009208233887,,,,,,,,,,1.9091
2002-06-18,1248.837,0.01974680195385803,-0.007937535598560252,0.253005902046196,,,,,,,,,,1.949
2002-06-19,1236.049,-0.010239927228293255,-0.04837174853989368,0.22637046421720988,,,,,,,,,,1.9024
2002-06-20,1245.081,0.007307153680800704,-0.027402043494563322,0.22417580696420125,,,,,,,,,,1.9062
2002-06-21,1288.522,0.034890099519629736,0.0028688486312649086,0.2565271187962316,,,,,,,,,,1.8984
2002-06-24,1409.505,0.09389284777442697,0.11338298184943363,0.40790287251236923,,,,,,,,,,1.9071
2002-06-25,1409.226,-0.00019794183064270054,0.10933327875459731,0.4083216081916862,,,,,,,,,,1.7941
2002-06-26,1417.307,0.005734353467790054,0.11565418905494562,0.4078806515003635,,,,,,,,,,1.9178
2002-06-27,1422.512,0.003672457696180187,0.14164551262861957,0.398003004928888,,,,,,,,,,1.9354
2002-06-28,1431.175,0.006089931051548314,0.14872066946735085,0.39726245276263467,,,,,,,,,,1.8927
2002-07-01,1415.33,-0.011071322514716986,0.14270650916333816,0.3997729337476989,,,,,,,,,,1.9242
2002-07-02,1425.814,0.007407459744370737,0.1750684859253595,0.3875284190485441,,,,,,,,,,1.9269
2002-07-03,1427.39,0.001105333514750173,0.1704494298180519,0.3881456790442964,,,,,,,,,,1.9231
2002-07-04,1412.617,-0.01034965916813213,0.1805029654285435,0.38192343300364534,,,,,,,,,,1.8961
2002-07-05,1415.403,0.0019722260173848927,0.13631039496215913,0.36322728201112325,,,,,,,,,,1.8479
2002-07-08,1423.696,0.0058591086778818635,0.13667072783218392,0.36322009868840743,,,,,,,,,,1.8589
2002-07-09,1419.471,-0.0029676279205672618,0.14128963941907613,0.36161551836830713,,,,,,,,,,1.8842
2002-07-10,1392.901,-0.0187182408094283,0.11178504067921868,0.3720154496672595,,,,,,,,,,1.8347
2002-07-11,1390.929,-0.0014157502938112465,0.11556066000290333,0.3710417759345431,,,,,,,,,,1.8715
2002-07-12,1389.45,-0.0010633181132897462,0.12453988921730197,0.36812910320235337,,,,,,,,,,1.9815
2002-07-15,1379.38,-0.0072474720213033805,0.12867895843203492,0.3662547244044555,,,,,,,,,,1.7642
2002-07-16,1382.412,0.0021980889965056427,0.12881842544914734,0.36623815486980993,,,,,,,,,,1.87
2002-07-17,1393.022,0.0076749912471822945,0.11545541972250972,0.36291318284924107,,,,,,,,,,1.951
2002-07-18,1397.411,0.003150704008981986,0.1305466045439947,0.3585552755731499,,,,,,,,,,2.0377
2002-07-19,1403.253,0.0041805882449756915,0.12703751804099506,0.35858529962702024,,,,,,,,,,1.9455
2002-07-22,1380.282,-0.01636982069519899,0.07121337470373024,0.3503163952856357,,,,,,,,,,1.9244
2002-07-23,1375.613,-0.003382642097774169,-0.024045320875059062,0.12121189808038602,,,,,,,,,,1.8443
2002-07-24,1372.892,-0.001978027250396752,-0.02578294751870891,0.12119620459504982,,,,,,,,,,1.8809
2002-07-25,1364.996,-0.005751362816594385,-0.03690872901918918,0.11941569741145074,,,,,,,,,,1.9674
2002-07-26,1361.409,-0.0026278465284880204,-0.042954294937406434,0.11778625055729583,,,,,,,,,,1.9005
2002-07-29,1368.797,0.005426730688573356,-0.04358516603490137,0.11722899111374675,,,,,,,,,,1.9695
2002-07-30,1371.909,0.0022735292377176197,-0.030679064246500687,0.11340446498127746,,,,,,,,,,1.9883
2002-07-31,1358.16,-0.010021801737578828,-0.04744938680641375,0.11230295514402552,,,,,,,,,,1.9311
2002-08-01,1355.303,-0.00210358131589794,-0.05050266570453765,0.11162930694565044,,,,,,,,,,1.9513
2002-08-02,1359.993,0.003460480792855769,-0.037252843481283326,0.1095326828537628,,,,,,,,,,2.0108
2002-08-05,1353.479,-0.004789730535377679,-0.043750083898366765,0.1091152446109001,,,,,,,,,,1.9685
2002-08-06,1368.994,0.011463051883331632,-0.038422528404940426,0.1157917396006108,,,,,,,,,,1.956
2002-08-07,1366.795,-0.0016062889976141692,-0.037109599280295225,0.11572048748528284,,,,,,,,,,1.9663
2002-08-08,1359.677,-0.0052078036574615405,-0.02385237716104749,0.09905869466799476,,,,,,,,,,2.0094
2002-08-09,1350.311,-0.006888400701048791,-0.02920206566977912,0.101051393125179,,,,,,,,,,1.927
2002-08-12,1340.216,-0.0074760555160996445,-0.035434164597502704,0.10320812454976692,,,,,,,,,,1.9938
2002-08-13,1342.357,0.0015975036859730007,-0.026840319563862125,0.10175168053713361,,,,,,,,,,2.0235
2002-08-14,1351.507,0.0068163685219357895,-0.022355853392476366,0.10494551834375361,,,,,,,,,,2.0051
2002-08-15,1340.968,-0.007797961830756317,-0.03736767976385147,0.1023838015647745,,,,,,,,,,2.0058
2002-08-16,1349.622,0.00645354698993561,-0.0341982423209779,0.10499875672173715,,,,,,,,,,1.9307
2002-08-19,1347.16,-0.0018242144837591345,-0.039973547179304014,0.1028467279408268,,,,,,,,,,1.8947
2002-08-20,1370.046,0.016988331007452784,-0.007415875886231826,0.10855566183634958,,,,,,,,,,1.8868
2002-08-21,1370.957,0.0006649411771575409,-0.003384672869477079,0.10802677637502002,,,,,,,,,,1.9258
2002-08-22,1381.549,0.007725989947168221,0.006305667161000228,0.11113142448996388,,,,,,,,,,2.0731
2002-08-23,1379.419,-0.0015417477049310957,0.010566331329908696,0.10917188145107817,,,,,,,,,,2.0731
2002-08-26,1366.181,-0.009596794012551646,0.0035051920473567755,0.11425697016891703,,,,,,,,,,1.9443
2002-08-27,1369.76,0.002619711443798467,0.0007035374858361809,0.11304364375798454,,,,,,,,,,1.9886
2002-08-28,1368.397,-0.0009950648288751252,-0.0025599365555588616,0.11280312448767511,,,,,,,,,,2.0519
2002-08-29,1362.67,-0.0041851889473594195,0.0033206691406020283,0.10804503294583377,,,,,,,,,,2.04
2002-08-30,1361.298,-0.001006846852135923,0.004423365107285804,0.10781954337371417,,,,,,,,,,1.9859
2002-09-02,1362.152,0.0006273424334715116,0.0015875081709979533,0.1071955342146887,,,,,,,,,,1.968
2002-09-03,1366.71,0.003346175757184211,0.00977554878945286,0.10622269557198227,,,,,,,,,,2.0221
2002-09-04,1358.78,-0.005802255050449623,-0.007460953079414523,0.10041804138624355,,,,,,,,,,2.0423
2002-09-05,1341.468,-0.012740841048587637,-0.0185302111874861,0.1092131688358877,,,,,,,,,,2.0216
2002-09-06,1334.343,-0.005311345481219032,-0.018632366363481756,0.10926558990116872,,,,,,,,,,2.0152
2002-09-09,1323.132,-0.008401887670561492,-0.020127955707981204,0.110435024838363,,,,,,,,,,1.9524
2002-09-10,1324.21,0.0008147335262089772,-0.011942851003121757,0.10796376458309553,,,,,,,,,,1.7248
2002-09-11,1319.034,-0.003908745591711282,-0.017374662627005932,0.10826828212260162,,,,,,,,,,2.0573
2002-09-12,1322.232,0.00242450156705587,-0.021661005085434337,0.1054001567059724,,,,,,,,,,2.1172
2002-09-13,1321.809,-0.00031991360063887697,-0.014287440117885075,0.10248516978102835,,,,,,,,,,1.8723
2002-09-16,1302.617,-0.01451949563060928,-0.034828270434240194,0.10963219381607964,,,,,,,,,,1.9905
2002-09-17,1304.376,0.0013503585474472501,-0.03175866266813154,0.11012415979842805,,,,,,,,,,2.0247
2002-09-18,1295.561,-0.006758020693419686,-0.054366787684501205,0.08844657631258576,,,,,,,,,,2.1093
2002-09-19,1319.817,0.018722391303844566,-0.03730240992241196,0.11507029572247962,,,,,,,,,,1.8864
2002-09-20,1305.747,-0.010660568851590724,-0.054867398839997694,0.11354181729073694,,,,,,,,,,2.1368
2002-09-23,1304.924,-0.0006302905539894432,-0.05400462078599766,0.11369863720417092,,,,,,,,,,2.1941
2002-09-24,1299.185,-0.004397957275672826,-0.049038890161699045,0.11107264133815205,,,,,,,,,,2.1626
2002-09-25,1299.523,0.0002601631022525197,-0.051276866020324774,0.11003342275713007,,,,,,,,,,2.1985
2002-09-26,1291.378,-0.006267684373420068,-0.056284104685993874,0.11065069481562026,,,,,,,,,,2.0257
2002-09-27,1285.652,-0.004434023190731051,-0.056519920450292416,0.11069522872736869,,,,,,,,,,2.1496
2002-10-08,1272.939,-0.009888367925379504,-0.0649079040739059,0.1131870806950464,,,,,,,,,,2.1909
2002-10-09,1247.533,-0.019958536897683343,-0.08414552854600676,0.12620842243855257,,,,,,,,,,2.21
2002-10-10,1241.552,-0.004794261955395118,-0.09157612075714683,0.12323423408767205,,,,,,,,,,2.1485
2002-10-11,1237.14,-0.003553616763534495,-0.08952148250636593,0.12318891230831439,,,,,,,,,,2.1643
2002-10-14,1243.744,0.005338118563783967,-0.07284855099040766,0.12373411616221106,,,,,,,,,,2.1694
2002-10-15,1238.967,-0.003840822548691558,-0.0714778733803827,0.12357757922705721,,,,,,,,,,2.1321
2002-10-16,1247.72,0.007064756365585234,-0.05699506927502318,0.12739722980930882,,,,,,,,,,2.1409
2002-10-17,1228.263,-0.01559404353540872,-0.07245603038792947,0.13410043513105907,,,,,,,,,,2.0119
2002-10-18,1233.668,0.004400523340685192,-0.06471857435062345,0.13687403330428313,,,,,,,,,,2.1805
2002-10-21,1237.362,0.002994322621645562,-0.06418692029840445,0.1371801028326344,,,,,,,,,,2.1726
2002-10-22,1254.739,0.014043586274671505,-0.05074106773368914,0.14935545744629927,,,,,,,,,,2.2041
2002-10-23,1255.635,0.000714092731635807,-0.03606739356234412,0.14301228836949348,,,,,,,,,,2.1975
2002-10-24,1244.559,-0.008821034775233216,-0.04585870945187587,0.14460227765467967,,,,,,,,,,2.2086
2002-10-25,1233.578,-0.008823205649551413,-0.04784259482957576,0.14559723172610675,,,,,,,,,,2.2164
2002-10-28,1219.425,-0.011473129384603209,-0.07606509084213953,0.12708095050177617,,,,,,,,,,2.2932
2002-10-29,1226.775,0.006027430961313751,-0.060480322757777705,0.1287505910006404,,,,,,,,,,2.2875
2002-10-30,1225.94,-0.0006806464103035204,-0.06052766291370215,0.12873935129391567,,,,,,,,,,2.2183
2002-10-31,1225.338,-0.0004910517643604839,-0.05684101956226406,0.1288921439852942,,,,,,,,,,2.1596
2002-11-01,1227.849,0.0020492304980339604,-0.055154083459854064,0.12956606234627802,,,,,,,,,,2.1934
2002-11-04,1246.804,0.015437566019925963,-0.0345166171330159,0.14307627055160266,,,,,,,,,,2.3741
2002-11-05,1265.73,0.015179611229992895,-0.015495639566538988,0.15395609306731298,,,,,,,,,,2.1891
2002-11-06,1260.054,-0.004484368704225972,-0.01012224466372702,0.15100145710082125,,,,,,,,,,2.1649
2002-11-07,1259.87,-0.00014602548779674152,0.009889117161630212,0.13329422345846037,,,,,,,,,,2.1609
2002-11-08,1232.945,-0.021371252589552858,-0.006932452285526525,0.1525695607191977,,,,,,,,,,1.8166
2002-11-11,1218.356,-0.011832644602962739,-0.015183406890085238,0.1574213081027663,,,,,,,,,,2.1505
2002-11-12,1200.92,-0.014311088056364385,-0.034431522885738475,0.16258520530186696,,,,,,,,,,2.15
2002-11-13,1206.419,0.004578989441428316,-0.02627027192814657,0.16374623910615,,,,,,,,,,2.1591
2002-11-14,1183.635,-0.018885644208189722,-0.05136168371108907,0.17169343241057122,,,,,,,,,,2.1643
2002-11-15,1186.923,0.0027778833846583417,-0.033657286753732696,0.16566378800464102,,,,,,,,,,2.1673
2002-11-18,1174.825,-0.010192742073411587,-0.047697597732939356,0.16673877175301202,,,,,,,,,,2.1482
2002-11-19,1182.636,0.006648649798906225,-0.04422796239095761,0.16866247261775047,,,,,,,,,,1.8762
2002-11-20,1154.898,-0.02345438495022989,-0.07957112993220117,0.17339933484782005,,,,,,,,,,2.1531
2002-11-21,1125.38,-0.025558967112246922,-0.10373635650487589,0.18790057417756253,,,,,,,,,,2.1181
2002-11-22,1128.072,0.0023920808971189533,-0.09359700906104096,0.18913952146611113,,,,,,,,,,2.0881
2002-11-25,1133.17,0.004519215085561967,-0.08139574473604416,0.19102422919616263,,,,,,,,,,2.0855
2002-11-26,1111.053,-0.019517812861265305,-0.08887139430469271,0.19694895744720545,,,,,,,,,,2.053
2002-11-27,1118.964,0.00712027239024593,-0.08788164088769346,0.1977093047436377,,,,,,,,,,2.0808
2002-11-28,1150.585,0.02825917545157841,-0.061467119108602364,0.22754338932566875,,,,,,,,,,2.0899
2002-11-29,1164.618,0.012196404437742503,-0.04955367416990253,0.2334174087930089,,,,,,,,,,1.9304
2002-12-02,1132.929,-0.02720978037433719,-0.07730592279669557,0.2480717040142852,,,,,,,,,,2.1339
2002-12-03,1144.629,0.010327213797157508,-0.08194952855460857,0.2436954175382997,,,,,,,,,,2.1339
2002-12-04,1147.535,0.0025388138864210763,-0.09338089481959022,0.23497021437492288,,,,,,,,,,2.1318
2002-12-05,1139.751,-0.006783235369727358,-0.09547447966515732,0.23509670875001756,,,,,,,,,,2.0812
2002-12-06,1139.803,4.562400032992464e-05,-0.0953011024947017,0.2351440283814911,,,,,,,,,,2.1231
2002-12-09,1136.246,-0.003120714719999862,-0.07842928922214687,0.22715799288696523,,,,,,,,,,2.0495
2002-12-10,1122.907,-0.011739535276692026,-0.07834245491465552,0.2271166498536338,,,,,,,,,,2.0757
2002-12-11,1117.437,-0.004871284977295609,-0.06951587116544,0.22393303910552928,,,,,,,,,,2.0425
2002-12-12,1122.229,0.004288384938032408,-0.06978504151542708,0.2238059429849846,,,,,,,,,,2.1241
2002-12-13,1132.079,0.008777174712113034,-0.04355734664824884,0.22008550908510022,,,,,,,,,,2.4095
2002-12-16,1141.523,0.0083421740002243,-0.03825016450098284,0.2224473996526598,,,,,,,,,,2.1043
2002-12-17,1148.599,0.006198736249729553,-0.02232332475049481,0.22186571187475412,,,,,,,,,,2.0715
2002-12-18,1143.941,-0.00405537528763289,-0.032719281334239736,0.220320823015198,,,,,,,,,,2.0184
2002-12-19,1145.069,0.0009860648407566952,-0.0085107083049758,0.20538234105328199,,,,,,,,,,2.088
2002-12-20,1157.337,0.010713764847358531,0.028396630471485107,0.18683284549615672,,,,,,,,,,2.0778
2002-12-23,1159.43,0.0018084620123612893,0.0277978710578759,0.18680474810644784,,,,,,,,,,2.0728
2002-12-24,1159.06,-0.0003191223273506516,0.02284741036208149,0.18652953794223154,,,,,,,,,,2.32
2002-12-25,1151.16,-0.006815868030990546,0.0360981879352289,0.1735405152240683,,,,,,,,,,1.9509
2002-12-26,1119.359,-0.027625178081239876,0.00035300510114710804,0.1997461447162349,,,,,,,,,,2.3811
2002-12-27,1120.276,0.0008192188565063763,-0.026342251984859844,0.17163050393156626,,,,,,,,,,1.9645
2002-12-30,1108.94,-0.010118934976737881,-0.04780795076153721,0.1670069429144114,,,,,,,,,,2.2364
2002-12-31,1103.641,-0.004778437066026986,-0.0258515758710387,0.14083839994824252,,,,,,,,,,2.2512
2003-01-02,1074.984,-0.025965871148317388,-0.060845042367439595,0.15840188430038404,,,,,,,,,,1.9078
2003-01-03,1073.524,-0.0013581597493544928,-0.06449563629867516,0.15727573594174243,,,,,,,,,,1.9663
2003-01-06,1084.884,0.010581971152950675,-0.04813946204039299,0.16356131659128434,,,,,,,,,,1.9499
2003-01-07,1081.622,-0.0030067730743562615,-0.05104478580947758,0.1633524547122324,,,,,,,,,,2.2709
2003-01-08,1111.832,0.027930275086860412,-0.021486544287064535,0.19422168342908513,,,,,,,,,,1.9998
2003-01-09,1132.17,0.01829233193504054,0.00824912481621376,0.20096958676315535,,,,,,,,,,2.0439
2003-01-10,1121.576,-0.009357252002791139,0.0037040119487721235,0.20306113476380502,,,,,,,,,,1.9228
2003-01-13,1124.33,0.0024554733696156017,0.0018721669106749328,0.2027012615006086,,,,,,,,,,1.9174
2003-01-14,1185.865,0.05473037275532988,0.047510818591282034,0.27640377373804387,,,,,,,,,,1.9118
2003-01-15,1177.971,-0.006656744233112577,0.031929273435576944,0.2771925682136009,,,,,,,,,,1.8694
2003-01-16,1196.386,0.015632812692332854,0.04160459829757812,0.2810468199670377,,,,,,,,,,1.8898
2003-01-17,1190.895,-0.004589655846858776,0.04104582316745353,0.28120007638756045,,,,,,,,,,1.838
2003-01-20,1194.722,0.0032135494732952186,0.043362452393698625,0.28119828674405645,,,,,,,,,,1.9668
2003-01-21,1172.131,-0.01890900142459906,0.012782793602900577,0.288487930877436,,,,,,,,,,1.8633
2003-01-22,1174.567,0.0020782659958655803,0.013055553159742272,0.2885017976122342,,,,,,,,,,1.8111
2003-01-23,1167.635,-0.005901749325496142,0.007398236501993116,0.2894147887016421,,,,,,,,,,1.8073
2003-01-24,1187.694,0.017179169860444432,0.03173668299801924,0.2936698863530987,,,,,,,,,,2.2836
2003-01-27,1203.319,0.013155745503471428,0.07500721395012677,0.27588715868179714,,,,,,,,,,1.9572
2003-01-28,1206.859,0.002941863296432645,0.07728720422467306,0.27571631735478935,,,,,,,,,,1.7926
2003-01-29,1207.597,0.0006115047408190577,0.08896513787941629,0.27141554659483375,,,,,,,,,,1.7976
2003-02-10,1190.459,-0.014191820615652384,0.07866507315331694,0.27723722857142075,,,,,,,,,,1.8129
2003-02-11,1201.294,0.009101531426113807,0.11749942324722995,0.2556411295749205,,,,,,,,,,2.2605
2003-02-12,1214.804,0.01124620617434191,0.13160395109937006,0.25515516981375,,,,,,,,,,1.6791
