Date,Close,VIX_t,ret_d,R_t,sigma_t,MRI_t,MRI_bw0.125,MRI_bw0.25,MRI_bw0.5,MRI_bw1.0,MRI_bw5.0,Mkt_RF_t,SMB_t,HML_t,RF_t,DP_t,CAPE_t,VRP_t,Future_ExRet,Future_Volatility
1990-04-04,341.0899963378906,22.030000686645508,-0.0074206093640045,0.0093510600733837,0.1147459049583303,1.9888151566098865e-07,0.3812081274374825,0.1453196364243919,0.0211177967305174,0.0004459613387514,1.7639491141632058e-17,-0.0064,0.0023,0.0005,0.0003,0.0329858672376873,17.392413588645006,0.10555410190812477,-0.0013553969785905,0.0997086982017238
1990-04-05,340.7300109863281,21.209999084472656,-0.0010553969785905,0.0112182776149429,0.1142405036719978,1.351419050375237e-07,0.3721126012850158,0.1384677880351011,0.0191733283233337,0.0003676165189943,6.7139034530794655e-18,-0.0015,0.002,-0.0043,0.0003,0.0329858672376873,17.392413588645006,0.09785948717272876,-0.0022077404194037,0.1021800654191866
1990-04-06,340.0799865722656,21.760000228881836,-0.0019077404194037,-0.0005583873028502,0.1093403132328106,7.990701333644106e-07,0.4158259191375394,0.1729111950265795,0.0298982813655198,0.0008939072286117,5.707714560186677e-16,-0.0029,-0.0008,-0.0024,0.0003,0.0329858672376873,17.392413588645006,0.10825968905600777,0.0034932503994844002,0.10296841090276498
1990-04-09,341.3699951171875,22.299999237060547,0.0037932503994844,0.0101796304440686,0.1071144619868507,1.042798336328831e-07,0.366131858914459,0.1340525381121573,0.0179700829743113,0.0003229238821036,3.5115659083081635e-18,0.0021,-0.0074,-0.0024,0.0003,0.0329858672376873,17.392413588645006,0.11588553038375476,0.0017505967631716002,0.10252848968906914
1990-04-10,342.07000732421875,21.690000534057617,0.0020505967631716,0.0100392528469599,0.1070879278161037,1.0563175028295473e-07,0.3664267365790686,0.1342685532799861,0.0180280443999004,0.0003250103848847,3.626487542284909e-18,0.0016,0.0003,-0.0021,0.0003,0.0329858672376873,17.392413588645006,0.10981207752447249,-0.0007384888861133,0.10271945564324486
1990-04-11,341.9200134277344,17.729999542236328,-0.0004384888861133,0.0176190875825428,0.1027643531226867,1.8702526869854496e-08,0.3288469119541636,0.1081402915017894,0.011694322646092,0.0001367571821509,4.783554412782874e-20,0.0001,0.0012,-0.003,0.0003,0.0329858672376873,17.392413588645006,0.07453564229967657,0.0067776287292926,0.12981673650284328
1990-04-12,344.3399963378906,19.799999237060547,0.0070776287292926,0.0221747301005674,0.1048749645742057,8.413646116888849e-09,0.3128322476954787,0.0978640151982053,0.0095773654707145,9.172592935963552e-05,6.493227262761473e-21,0.0069,-0.0037,-0.0031,0.0003,0.0329858672376873,17.392413588645006,0.09312502779639978,0.0008616248496786001,0.13022433786938956
1990-04-16,344.739990234375,20.75,0.0011616248496786,0.0197295908115253,0.1044838907186962,1.3333098677588545e-08,0.3219646516567356,0.1036612369164431,0.0107456520390469,0.0001154690377442,2.0527106392725444e-20,0.0008,-0.0008,-0.0009,0.0003,0.0329858672376873,17.392413588645006,0.1030161092813038,-0.0004740371302817,0.1305619227045964
1990-04-17,344.67999267578125,20.3799991607666,-0.0001740371302817,0.0081015149717855,0.0974080846873228,7.818999844064605e-08,0.3596018772832516,0.1293135101456387,0.0167219839061862,0.0002796247457587,1.7095350569268658e-18,-0.0008,-0.0007,0.0005,0.0003,0.0329858672376873,17.392413588645006,0.10639190692034321,-0.0117888927098331,0.13066395150580296
1990-04-18,340.7200012207031,22.670000076293945,-0.0114888927098331,-0.0081797734363194,0.1042836758639214,1.8701016585884937e-06,0.4385221916494736,0.1923017125690577,0.0369799486569924,0.0013675166026738,4.782588756102889e-15,-0.0107,0.0045,0.002,0.0003,0.0329858672376873,17.392413588645006,0.12241632489901805,-0.0080189624130956,0.12253563054498831
1990-04-19,338.0899963378906,22.459999084472656,-0.0077189624130956,-0.0101882803282107,0.1058037524562795,2.7761446806530987e-06,0.449484925226334,0.202036698005723,0.0408188273410557,0.0016661766654989,1.2841189051013266e-14,-0.0075,0.0039,0.0034999999999999,0.0003,0.0329858672376873,17.392413588645006,0.11879623838844706,-0.0090846468480979,0.11784506351748193
1990-04-20,335.1199951171875,23.329999923706055,-0.0087846468480979,-0.0135986202684008,0.1084332727152697,5.387568445231845e-06,0.4685026481655175,0.2194947313381027,0.0481779370851859,0.0023211136217841,6.737239737236046e-14,-0.009,0.0031,-0.0025,0.0003,0.0329858672376873,17.392413588645006,0.12486672652179084,-0.0124449253506807,0.11330327398771765
1990-04-23,331.04998779296875,24.15999984741211,-0.0121449253506807,-0.0138223200413822,0.1087296506475976,5.628469843178842e-06,0.4697852710927803,0.220698200935717,0.0487076958962621,0.0023724396395227,7.515811145988067e-14,-0.0116999999999999,0.0006,0.0025,0.0003,0.0329858672376873,17.392413588645006,0.1328703478265235,-0.0023842847510925,0.0998304408002917
